,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id
234,34,2016-03-19,2016,NCAA,Indiana,Kentucky,SEC,73,67,True,,27,7,W 2,Wells Fargo Arena,234
235,35,2016-03-25,2016,NCAA,Indiana,North Carolina,ACC,86,101,False,,27,8,L 1,,235
236,1,2016-11-11,2017,REG,Indiana,Kansas,Big 12,103,99,True,OT,1,0,W 1,Stan Sheriff Center,236
237,2,2016-11-16,2017,REG,Indiana,Massachusetts-Lowell,AEC,100,78,True,,2,0,W 2,Assembly Hall,237
238,3,2016-11-19,2017,REG,Indiana,Liberty,Big South,87,48,True,,3,0,W 3,Assembly Hall,238
239,4,2016-11-22,2017,REG,Indiana,Purdue-Fort Wayne,Summit,68,71,False,OT,3,1,L 1,Allen County War Memorial Coliseum,239
240,5,2016-11-27,2017,REG,Indiana,Mississippi Valley State,SWAC,85,52,True,,4,1,W 1,Assembly Hall,240
241,6,2016-11-30,2017,REG,Indiana,North Carolina,ACC,76,67,True,,5,1,W 2,Assembly Hall,241
242,7,2016-12-02,2017,REG,Indiana,Southern Illinois-Edwardsville,OVC,83,60,True,,6,1,W 3,Assembly Hall,242
243,8,2016-12-04,2017,REG,Indiana,Southeast Missouri State,OVC,83,55,True,,7,1,W 4,Assembly Hall,243
244,9,2016-12-10,2017,REG,Indiana,Houston Baptist,Southland,103,61,True,,8,1,W 5,Assembly Hall,244
245,10,2016-12-17,2017,REG,Indiana,Butler,Big East,78,83,False,,8,2,L 1,Bankers Life Fieldhouse,245
246,11,2016-12-19,2017,REG,Indiana,Delaware State,MEAC,103,56,True,,9,2,W 1,Assembly Hall,246
247,12,2016-12-22,2017,REG,Indiana,Austin Peay,OVC,97,62,True,,10,2,W 2,Assembly Hall,247
248,13,2016-12-28,2017,REG,Indiana,Nebraska,Big Ten,83,87,False,,10,3,L 1,Assembly Hall,248
249,14,2016-12-31,2017,REG,Indiana,Louisville,ACC,62,77,False,,10,4,L 2,Bankers Life Fieldhouse,249
250,15,2017-01-03,2017,REG,Indiana,Wisconsin,Big Ten,68,75,False,,10,5,L 3,Assembly Hall,250
251,16,2017-01-07,2017,REG,Indiana,Illinois,Big Ten,96,80,True,,11,5,W 1,Assembly Hall,251
252,17,2017-01-10,2017,REG,Indiana,Maryland,Big Ten,72,75,False,,11,6,L 1,Xfinity Center,252
253,18,2017-01-15,2017,REG,Indiana,Rutgers,Big Ten,76,57,True,,12,6,W 1,Assembly Hall,253
254,19,2017-01-18,2017,REG,Indiana,Penn State,Big Ten,78,75,True,,13,6,W 2,Bryce Jordan Center,254
255,20,2017-01-21,2017,REG,Indiana,Michigan State,Big Ten,82,75,True,,14,6,W 3,Assembly Hall,255
256,21,2017-01-26,2017,REG,Indiana,Michigan,Big Ten,60,90,False,,14,7,L 1,Crisler Arena,256
257,22,2017-01-29,2017,REG,Indiana,Northwestern,Big Ten,55,68,False,,14,8,L 2,Welsh-Ryan Arena,257
258,23,2017-02-01,2017,REG,Indiana,Penn State,Big Ten,110,102,True,3OT,15,8,W 1,Assembly Hall,258
259,24,2017-02-05,2017,REG,Indiana,Wisconsin,Big Ten,60,65,False,,15,9,L 1,Kohl Center,259
260,25,2017-02-09,2017,REG,Indiana,Purdue,Big Ten,64,69,False,,15,10,L 2,Assembly Hall,260
261,26,2017-02-12,2017,REG,Indiana,Michigan,Big Ten,63,75,False,,15,11,L 3,Assembly Hall,261
262,27,2017-02-15,2017,REG,Indiana,Minnesota,Big Ten,74,75,False,,15,12,L 4,Williams Arena,262
263,28,2017-02-21,2017,REG,Indiana,Iowa,Big Ten,90,96,False,OT,15,13,L 5,Carver-Hawkeye Arena,263
264,29,2017-02-25,2017,REG,Indiana,Northwestern,Big Ten,63,62,True,,16,13,W 1,Assembly Hall,264
265,30,2017-02-28,2017,REG,Indiana,Purdue,Big Ten,75,86,False,,16,14,L 1,Mackey Arena,265
266,31,2017-03-04,2017,REG,Indiana,Ohio State,Big Ten,96,92,True,,17,14,W 1,Value City Arena,266
267,32,2017-03-09,2017,CTOURN,Indiana,Iowa,Big Ten,95,73,True,,18,14,W 2,Verizon Center,267
268,33,2017-03-10,2017,CTOURN,Indiana,Wisconsin,Big Ten,60,70,False,,18,15,L 1,Verizon Center,268
269,34,2017-03-14,2017,NIT,Indiana,Georgia Tech,ACC,63,75,False,,18,16,L 2,McCamish Pavilion,269
270,1,2017-11-10,2018,REG,Indiana,Indiana State,MVC,69,90,False,,0,1,L 1,Assembly Hall,270
271,2,2017-11-12,2018,REG,Indiana,Howard,MEAC,86,77,True,,1,1,W 1,Assembly Hall,271
272,3,2017-11-15,2018,REG,Indiana,Seton Hall,Big East,68,84,False,,1,2,L 1,Prudential Center,272
273,4,2017-11-19,2018,REG,Indiana,South Florida,AAC,70,53,True,,2,2,W 1,Assembly Hall,273
274,5,2017-11-22,2018,REG,Indiana,Arkansas State,Sun Belt,87,70,True,,3,2,W 2,Assembly Hall,274
275,6,2017-11-24,2018,REG,Indiana,Eastern Michigan,MAC,87,67,True,,4,2,W 3,Assembly Hall,275
276,7,2017-11-29,2018,REG,Indiana,Duke,ACC,81,91,False,,4,3,L 1,Assembly Hall,276
277,8,2017-12-02,2018,REG,Indiana,Michigan,Big Ten,55,69,False,,4,4,L 2,Crisler Arena,277
278,9,2017-12-04,2018,REG,Indiana,Iowa,Big Ten,77,64,True,,5,4,W 1,Assembly Hall,278
279,10,2017-12-09,2018,REG,Indiana,Louisville,ACC,62,71,False,,5,5,L 1,KFC Yum! Center,279
280,11,2017-12-16,2018,REG,Indiana,Notre Dame,ACC,80,77,True,OT,6,5,W 1,Bankers Life Fieldhouse,280
281,12,2017-12-18,2018,REG,Indiana,Purdue-Fort Wayne,Summit,72,92,False,,6,6,L 1,Assembly Hall,281
282,13,2017-12-21,2018,REG,Indiana,Tennessee Tech,OVC,87,59,True,,7,6,W 1,Assembly Hall,282
283,14,2017-12-29,2018,REG,Indiana,Youngstown State,Horizon,79,51,True,,8,6,W 2,Assembly Hall,283
284,15,2018-01-02,2018,REG,Indiana,Wisconsin,Big Ten,61,71,False,,8,7,L 1,Kohl Center,284
285,16,2018-01-06,2018,REG,Indiana,Minnesota,Big Ten,75,71,True,,9,7,W 1,Williams Arena,285
286,17,2018-01-09,2018,REG,Indiana,Penn State,Big Ten,74,70,True,,10,7,W 2,Assembly Hall,286
287,18,2018-01-14,2018,REG,Indiana,Northwestern,Big Ten,66,46,True,,11,7,W 3,Assembly Hall,287
288,19,2018-01-19,2018,REG,Indiana,Michigan State,Big Ten,57,85,False,,11,8,L 1,Breslin Events Center,288
289,20,2018-01-22,2018,REG,Indiana,Maryland,Big Ten,71,68,True,,12,8,W 1,Assembly Hall,289
290,21,2018-01-24,2018,REG,Indiana,Illinois,Big Ten,71,73,False,,12,9,L 1,State Farm Center,290
291,22,2018-01-28,2018,REG,Indiana,Purdue,Big Ten,67,74,False,,12,10,L 2,Assembly Hall,291
292,23,2018-01-30,2018,REG,Indiana,Ohio State,Big Ten,56,71,False,,12,11,L 3,Value City Arena,292
293,24,2018-02-03,2018,REG,Indiana,Michigan State,Big Ten,60,63,False,,12,12,L 4,Assembly Hall,293
294,25,2018-02-05,2018,REG,Indiana,Rutgers,Big Ten,65,43,True,,13,12,W 1,Louis Brown Athletic Center,294
295,26,2018-02-09,2018,REG,Indiana,Minnesota,Big Ten,80,56,True,,14,12,W 2,Assembly Hall,295
296,27,2018-02-14,2018,REG,Indiana,Illinois,Big Ten,78,68,True,,15,12,W 3,Assembly Hall,296
297,28,2018-02-17,2018,REG,Indiana,Iowa,Big Ten,84,82,True,,16,12,W 4,Carver-Hawkeye Arena,297
298,29,2018-02-20,2018,REG,Indiana,Nebraska,Big Ten,57,66,False,,16,13,L 1,Pinnacle Bank Arena,298
299,30,2018-02-23,2018,REG,Indiana,Ohio State,Big Ten,78,80,False,2OT,16,14,L 2,Assembly Hall,299
300,31,2018-03-01,2018,CTOURN,Indiana,Rutgers,Big Ten,69,76,False,,16,15,L 3,Madison Square Garden (IV),300
301,1,2018-11-06,2019,REG,Indiana,Chicago State,WAC,104,55,True,,1,0,W 1,Assembly Hall,301
302,2,2018-11-09,2019,REG,Indiana,Montana State,Big Sky,80,35,True,,2,0,W 2,Assembly Hall,302
303,3,2018-11-14,2019,REG,Indiana,Marquette,Big East,96,73,True,,3,0,W 3,Assembly Hall,303
304,4,2018-11-18,2019,REG,Indiana,Arkansas,SEC,72,73,False,,3,1,L 1,Bud Walton Arena,304
305,5,2018-11-20,2019,REG,Indiana,Texas-Arlington,Sun Belt,78,64,True,,4,1,W 1,Assembly Hall,305
306,6,2018-11-23,2019,REG,Indiana,UC-Davis,Big West,76,62,True,,5,1,W 2,Assembly Hall,306
307,7,2018-11-27,2019,REG,Indiana,Duke,ACC,69,90,False,,5,2,L 1,Cameron Indoor Stadium,307
308,8,2018-12-01,2019,REG,Indiana,Northwestern,Big Ten,68,66,True,,6,2,W 1,Assembly Hall,308
309,9,2018-12-04,2019,REG,Indiana,Penn State,Big Ten,64,62,True,,7,2,W 2,Bryce Jordan Center,309
310,10,2018-12-08,2019,REG,Indiana,Louisville,ACC,68,67,True,,8,2,W 3,Assembly Hall,310
311,11,2018-12-15,2019,REG,Indiana,Butler,Big East,71,68,True,,9,2,W 4,Bankers Life Fieldhouse,311
312,12,2018-12-19,2019,REG,Indiana,Central Arkansas,Southland,86,53,True,,10,2,W 5,Assembly Hall,312
313,13,2018-12-22,2019,REG,Indiana,Jacksonville,A-Sun,94,64,True,,11,2,W 6,Assembly Hall,313
314,14,2019-01-03,2019,REG,Indiana,Illinois,Big Ten,73,65,True,,12,2,W 7,Assembly Hall,314
315,15,2019-01-06,2019,REG,Indiana,Michigan,Big Ten,63,74,False,,12,3,L 1,Crisler Arena,315
316,16,2019-01-11,2019,REG,Indiana,Maryland,Big Ten,75,78,False,,12,4,L 2,Xfinity Center,316
317,17,2019-01-14,2019,REG,Indiana,Nebraska,Big Ten,51,66,False,,12,5,L 3,Assembly Hall,317
318,18,2019-01-19,2019,REG,Indiana,Purdue,Big Ten,55,70,False,,12,6,L 4,Mackey Arena,318
319,19,2019-01-22,2019,REG,Indiana,Northwestern,Big Ten,66,73,False,,12,7,L 5,Welsh-Ryan Arena,319
320,20,2019-01-25,2019,REG,Indiana,Michigan,Big Ten,46,69,False,,12,8,L 6,Assembly Hall,320
321,21,2019-01-30,2019,REG,Indiana,Rutgers,Big Ten,58,66,False,,12,9,L 7,Louis Brown Athletic Center,321
322,22,2019-02-02,2019,REG,Indiana,Michigan State,Big Ten,79,75,True,OT,13,9,W 1,Breslin Events Center,322
323,23,2019-02-07,2019,REG,Indiana,Iowa,Big Ten,72,77,False,,13,10,L 1,Assembly Hall,323
324,24,2019-02-10,2019,REG,Indiana,Ohio State,Big Ten,52,55,False,,13,11,L 2,Assembly Hall,324
325,25,2019-02-16,2019,REG,Indiana,Minnesota,Big Ten,63,84,False,,13,12,L 3,Williams Arena,325
326,26,2019-02-19,2019,REG,Indiana,Purdue,Big Ten,46,48,False,,13,13,L 4,Assembly Hall,326
327,27,2019-02-22,2019,REG,Indiana,Iowa,Big Ten,70,76,False,OT,13,14,L 5,Carver-Hawkeye Arena,327
328,28,2019-02-26,2019,REG,Indiana,Wisconsin,Big Ten,75,73,True,2OT,14,14,W 1,Assembly Hall,328
329,29,2019-03-02,2019,REG,Indiana,Michigan State,Big Ten,63,62,True,,15,14,W 2,Assembly Hall,329
330,30,2019-03-07,2019,REG,Indiana,Illinois,Big Ten,92,74,True,,16,14,W 3,State Farm Center,330
331,31,2019-03-10,2019,REG,Indiana,Rutgers,Big Ten,89,73,True,,17,14,W 4,Assembly Hall,331
332,32,2019-03-14,2019,CTOURN,Indiana,Ohio State,Big Ten,75,79,False,,17,15,L 1,United Center,332
333,33,2019-03-19,2019,NIT,Indiana,Saint Francis (PA),NEC,89,72,True,,18,15,W 1,Assembly Hall,333
334,34,2019-03-23,2019,NIT,Indiana,Arkansas,SEC,63,60,True,,19,15,W 2,Assembly Hall,334
335,35,2019-03-26,2019,NIT,Indiana,Wichita State,AAC,63,73,False,,19,16,L 1,Assembly Hall,335
336,1,2019-11-05,2020,REG,Indiana,Western Illinois,Summit,98,65,True,,1,0,W 1,Assembly Hall,336
337,2,2019-11-09,2020,REG,Indiana,Portland State,Big Sky,85,74,True,,2,0,W 2,Assembly Hall,337
338,3,2019-11-12,2020,REG,Indiana,North Alabama,A-Sun,91,65,True,,3,0,W 3,Assembly Hall,338
339,4,2019-11-16,2020,REG,Indiana,Troy,Sun Belt,100,62,True,,4,0,W 4,Assembly Hall,339
340,5,2019-11-20,2020,REG,Indiana,Princeton,Ivy,79,54,True,,5,0,W 5,Assembly Hall,340
341,6,2019-11-25,2020,REG,Indiana,Louisiana Tech,CUSA,88,75,True,,6,0,W 6,Assembly Hall,341
342,7,2019-11-30,2020,REG,Indiana,South Dakota State,Summit,64,50,True,,7,0,W 7,Assembly Hall,342
343,8,2019-12-03,2020,REG,Indiana,Florida State,ACC,80,64,True,,8,0,W 8,Assembly Hall,343
344,9,2019-12-07,2020,REG,Indiana,Wisconsin,Big Ten,64,84,False,,8,1,L 1,Kohl Center,344
345,10,2019-12-10,2020,REG,Indiana,Connecticut,AAC,57,54,True,,9,1,W 1,Madison Square Garden (IV),345
346,11,2019-12-13,2020,REG,Indiana,Nebraska,Big Ten,96,90,True,OT,10,1,W 2,Assembly Hall,346
347,12,2019-12-21,2020,REG,Indiana,Notre Dame,ACC,62,60,True,,11,1,W 3,Bankers Life Fieldhouse,347
348,13,2019-12-29,2020,REG,Indiana,Arkansas,SEC,64,71,False,,11,2,L 1,Assembly Hall,348
349,14,2020-01-04,2020,REG,Indiana,Maryland,Big Ten,59,75,False,,11,3,L 2,Xfinity Center,349
350,15,2020-01-08,2020,REG,Indiana,Northwestern,Big Ten,66,62,True,,12,3,W 1,Assembly Hall,350
351,16,2020-01-11,2020,REG,Indiana,Ohio State,Big Ten,66,54,True,,13,3,W 2,Assembly Hall,351
352,17,2020-01-15,2020,REG,Indiana,Rutgers,Big Ten,50,59,False,,13,4,L 1,Rutgers Athletic Center,352
353,18,2020-01-18,2020,REG,Indiana,Nebraska,Big Ten,82,74,True,,14,4,W 1,Pinnacle Bank Arena,353
354,19,2020-01-23,2020,REG,Indiana,Michigan State,Big Ten,67,63,True,,15,4,W 2,Assembly Hall,354
355,20,2020-01-26,2020,REG,Indiana,Maryland,Big Ten,76,77,False,,15,5,L 1,Assembly Hall,355
356,21,2020-01-29,2020,REG,Indiana,Penn State,Big Ten,49,64,False,,15,6,L 2,Bryce Jordan Center,356
357,22,2020-02-01,2020,REG,Indiana,Ohio State,Big Ten,59,68,False,,15,7,L 3,Value City Arena,357
358,23,2020-02-08,2020,REG,Indiana,Purdue,Big Ten,62,74,False,,15,8,L 4,Assembly Hall,358
359,24,2020-02-13,2020,REG,Indiana,Iowa,Big Ten,89,77,True,,16,8,W 1,Assembly Hall,359
360,25,2020-02-16,2020,REG,Indiana,Michigan,Big Ten,65,89,False,,16,9,L 1,Crisler Arena,360
361,26,2020-02-19,2020,REG,Indiana,Minnesota,Big Ten,68,56,True,,17,9,W 1,Williams Arena,361
362,27,2020-02-23,2020,REG,Indiana,Penn State,Big Ten,68,60,True,,18,9,W 2,Assembly Hall,362
363,28,2020-02-27,2020,REG,Indiana,Purdue,Big Ten,49,57,False,,18,10,L 1,Mackey Arena,363
364,29,2020-03-01,2020,REG,Indiana,Illinois,Big Ten,66,67,False,,18,11,L 2,State Farm Center,364
365,30,2020-03-04,2020,REG,Indiana,Minnesota,Big Ten,72,67,True,,19,11,W 1,Assembly Hall,365
366,31,2020-03-07,2020,REG,Indiana,Wisconsin,Big Ten,56,60,False,,19,12,L 1,Assembly Hall,366
367,32,2020-03-11,2020,CTOURN,Indiana,Nebraska,Big Ten,89,64,True,,20,12,W 1,Bankers Life Fieldhouse,367
368,1,2020-11-25,2021,REG,Indiana,Tennessee Tech,OVC,89,59,True,,1,0,W 1,Assembly Hall,368
369,2,2020-11-30,2021,REG,Indiana,Providence,Big East,79,58,True,,2,0,W 2,U.S. Cellular Center,369
370,3,2020-12-01,2021,REG,Indiana,Texas,Big 12,44,66,False,,2,1,L 1,U.S. Cellular Center,370
371,4,2020-12-02,2021,REG,Indiana,Stanford,Pac-12,79,63,True,,3,1,W 1,U.S. Cellular Center,371
372,5,2020-12-09,2021,REG,Indiana,Florida State,ACC,67,69,False,OT,3,2,L 1,Donald L. Tucker Center,372
373,6,2020-12-13,2021,REG,Indiana,North Alabama,A-Sun,87,52,True,,4,2,W 1,Assembly Hall,373
374,7,2020-12-19,2021,REG,Indiana,Butler,Big East,68,60,True,,5,2,W 2,Bankers Life Fieldhouse,374
375,8,2020-12-23,2021,REG,Indiana,Northwestern,Big Ten,67,74,False,,5,3,L 1,Assembly Hall,375
376,9,2020-12-26,2021,REG,Indiana,Illinois,Big Ten,60,69,False,,5,4,L 2,State Farm Center,376
377,10,2020-12-30,2021,REG,Indiana,Penn State,Big Ten,87,85,True,OT,6,4,W 1,Assembly Hall,377
378,11,2021-01-04,2021,REG,Indiana,Maryland,Big Ten,63,55,True,,7,4,W 2,Assembly Hall,378
379,12,2021-01-07,2021,REG,Indiana,Wisconsin,Big Ten,73,80,False,2OT,7,5,L 1,Kohl Center,379
380,13,2021-01-10,2021,REG,Indiana,Nebraska,Big Ten,84,76,True,,8,5,W 1,Pinnacle Bank Arena,380
381,14,2021-01-14,2021,REG,Indiana,Purdue,Big Ten,69,81,False,,8,6,L 1,Assembly Hall,381
382,15,2021-01-21,2021,REG,Indiana,Iowa,Big Ten,81,69,True,,9,6,W 1,Carver-Hawkeye Arena,382
383,16,2021-01-24,2021,REG,Indiana,Rutgers,Big Ten,70,74,False,,9,7,L 1,Assembly Hall,383
384,17,2021-02-02,2021,REG,Indiana,Illinois,Big Ten,71,75,False,OT,9,8,L 2,Assembly Hall,384
385,18,2021-02-07,2021,REG,Indiana,Iowa,Big Ten,67,65,True,,10,8,W 1,Assembly Hall,385
386,19,2021-02-10,2021,REG,Indiana,Northwestern,Big Ten,79,76,True,2OT,11,8,W 2,Welsh-Ryan Arena,386
387,20,2021-02-13,2021,REG,Indiana,Ohio State,Big Ten,59,78,False,,11,9,L 1,Value City Arena,387
388,21,2021-02-17,2021,REG,Indiana,Minnesota,Big Ten,82,72,True,,12,9,W 1,Assembly Hall,388
389,22,2021-02-20,2021,REG,Indiana,Michigan State,Big Ten,71,78,False,,12,10,L 1,Assembly Hall,389
390,23,2021-02-24,2021,REG,Indiana,Rutgers,Big Ten,63,74,False,,12,11,L 2,Rutgers Athletic Center,390
391,24,2021-02-27,2021,REG,Indiana,Michigan,Big Ten,57,73,False,,12,12,L 3,Assembly Hall,391
392,25,2021-03-02,2021,REG,Indiana,Michigan State,Big Ten,58,64,False,,12,13,L 4,Breslin Events Center,392
393,26,2021-03-06,2021,REG,Indiana,Purdue,Big Ten,58,67,False,,12,14,L 5,Mackey Arena,393
394,27,2021-03-11,2021,CTOURN,Indiana,Rutgers,Big Ten,50,61,False,,12,15,L 6,Lucas Oil Stadium,394
395,1,2009-11-13,2010,REG,Maryland,Charleston Southern,Big South,89,51,True,,1,0,W 1,Comcast Center,395
396,2,2009-11-17,2010,REG,Maryland,Fairfield,MAAC,71,42,True,,2,0,W 2,Comcast Center,396
397,3,2009-11-20,2010,REG,Maryland,New Hampshire,AEC,82,55,True,,3,0,W 3,Comcast Center,397
398,4,2009-11-23,2010,REG,Maryland,Chaminade,,79,51,True,,4,0,W 4,Lahaina Civic Center,398
399,5,2009-11-24,2010,REG,Maryland,Cincinnati,Big East,57,69,False,,4,1,L 1,Lahaina Civic Center,399
400,6,2009-11-25,2010,REG,Maryland,Wisconsin,Big Ten,69,78,False,,4,2,L 2,Lahaina Civic Center,400
401,7,2009-12-01,2010,REG,Maryland,Indiana,Big Ten,80,68,True,,5,2,W 1,Assembly Hall,6
402,8,2009-12-06,2010,REG,Maryland,Villanova,Big East,86,95,False,,5,3,L 1,Verizon Center,401
403,9,2009-12-12,2010,REG,Maryland,Eastern Kentucky,OVC,83,72,True,,6,3,W 1,Comcast Center,402
404,10,2009-12-22,2010,REG,Maryland,Winston-Salem,MEAC,98,55,True,,7,3,W 2,Comcast Center,403
405,11,2009-12-27,2010,REG,Maryland,Florida Atlantic,Sun Belt,72,59,True,,8,3,W 3,Comcast Center,404
406,12,2009-12-30,2010,REG,Maryland,William & Mary,CAA,77,83,False,,8,4,L 1,Comcast Center,405
407,13,2010-01-03,2010,REG,Maryland,North Carolina-Greensboro,Southern,97,63,True,,9,4,W 1,Fleming Gymnasium,406
408,14,2010-01-10,2010,REG,Maryland,Florida State,ACC,77,68,True,,10,4,W 2,Comcast Center,407
409,15,2010-01-12,2010,REG,Maryland,Wake Forest,ACC,83,85,False,OT,10,5,L 1,Lawrence Joel Coliseum,408
410,16,2010-01-16,2010,REG,Maryland,Boston College,ACC,73,57,True,,11,5,W 1,Silvio O. Conte Forum,409
411,17,2010-01-19,2010,REG,Maryland,Longwood,Ind,106,55,True,,12,5,W 2,Comcast Center,410
412,18,2010-01-23,2010,REG,Maryland,North Carolina State,ACC,88,64,True,,13,5,W 3,Comcast Center,411
413,19,2010-01-26,2010,REG,Maryland,Miami (FL),ACC,81,59,True,,14,5,W 4,Comcast Center,412
414,20,2010-01-31,2010,REG,Maryland,Clemson,ACC,53,62,False,,14,6,L 1,Littlejohn Coliseum,413
415,21,2010-02-04,2010,REG,Maryland,Florida State,ACC,71,67,True,,15,6,W 1,Donald L. Tucker Center,414
416,22,2010-02-07,2010,REG,Maryland,North Carolina,ACC,92,71,True,,16,6,W 2,Comcast Center,415
417,23,2010-02-13,2010,REG,Maryland,Duke,ACC,56,77,False,,16,7,L 1,Cameron Indoor Stadium,416
418,24,2010-02-15,2010,REG,Maryland,Virginia,ACC,85,66,True,,17,7,W 1,Comcast Center,417
419,25,2010-02-17,2010,REG,Maryland,North Carolina State,ACC,67,58,True,,18,7,W 2,RBC Center,418
420,26,2010-02-20,2010,REG,Maryland,Georgia Tech,ACC,76,74,True,,19,7,W 3,Comcast Center,419
421,27,2010-02-24,2010,REG,Maryland,Clemson,ACC,88,79,True,,20,7,W 4,Comcast Center,420
422,28,2010-02-27,2010,REG,Maryland,Virginia Tech,ACC,104,100,True,2OT,21,7,W 5,Cassell Coliseum,421
423,29,2010-03-03,2010,REG,Maryland,Duke,ACC,79,72,True,,22,7,W 6,Comcast Center,422
424,30,2010-03-06,2010,REG,Maryland,Virginia,ACC,74,68,True,,23,7,W 7,John Paul Jones Arena,423
425,31,2010-03-12,2010,CTOURN,Maryland,Georgia Tech,ACC,64,69,False,,23,8,L 1,Greensboro Coliseum,424
426,32,2010-03-19,2010,NCAA,Maryland,Houston,CUSA,89,77,True,,24,8,W 1,Spokane Veterans Memorial Arena,425
427,33,2010-03-21,2010,NCAA,Maryland,Michigan State,Big Ten,83,85,False,,24,9,L 1,Spokane Veterans Memorial Arena,426
428,1,2010-11-08,2011,REG,Maryland,Seattle,Ind,105,76,True,,1,0,W 1,Comcast Center,427
429,2,2010-11-10,2011,REG,Maryland,College of Charleston,Southern,75,74,True,,2,0,W 2,Comcast Center,428
430,3,2010-11-14,2011,REG,Maryland,Maine,AEC,89,59,True,,3,0,W 3,Comcast Center,429
431,4,2010-11-18,2011,REG,Maryland,Pittsburgh,Big East,70,79,False,,3,1,L 1,Madison Square Garden (IV),430
432,5,2010-11-19,2011,REG,Maryland,Illinois,Big Ten,76,80,False,,3,2,L 2,,431
433,6,2010-11-23,2011,REG,Maryland,Delaware State,MEAC,72,54,True,,4,2,W 1,Comcast Center,432
434,7,2010-11-26,2011,REG,Maryland,Elon,Southern,76,57,True,,5,2,W 2,Comcast Center,433
435,8,2010-12-01,2011,REG,Maryland,Penn State,Big Ten,62,39,True,,6,2,W 3,Bryce Jordan Center,434
436,9,2010-12-05,2011,REG,Maryland,Temple,A-10,61,64,False,,6,3,L 1,Comcast Center,435
437,10,2010-12-08,2011,REG,Maryland,North Carolina-Greensboro,Southern,99,56,True,,7,3,W 1,Comcast Center,436
438,11,2010-12-12,2011,REG,Maryland,Boston College,ACC,75,79,False,,7,4,L 1,Comcast Center,437
439,12,2010-12-22,2011,REG,Maryland,NJIT,GWC,89,50,True,,8,4,W 1,Comcast Center,438
440,13,2010-12-29,2011,REG,Maryland,North Florida,A-Sun,85,62,True,,9,4,W 2,Comcast Center,439
441,14,2011-01-04,2011,REG,Maryland,Colgate,Patriot,95,40,True,,10,4,W 3,Comcast Center,440
442,15,2011-01-09,2011,REG,Maryland,Duke,ACC,64,71,False,,10,5,L 1,Cameron Indoor Stadium,441
443,16,2011-01-12,2011,REG,Maryland,Wake Forest,ACC,74,55,True,,11,5,W 1,Lawrence Joel Coliseum,442
444,17,2011-01-15,2011,REG,Maryland,Villanova,Big East,66,74,False,,11,6,L 1,Wells Fargo Center,443
445,18,2011-01-20,2011,REG,Maryland,Virginia Tech,ACC,57,74,False,,11,7,L 2,Comcast Center,444
446,19,2011-01-22,2011,REG,Maryland,Clemson,ACC,79,77,True,,12,7,W 1,Comcast Center,445
447,20,2011-01-27,2011,REG,Maryland,Virginia,ACC,66,42,True,,13,7,W 2,John Paul Jones Arena,446
448,21,2011-01-30,2011,REG,Maryland,Georgia Tech,ACC,74,63,True,,14,7,W 3,Alexander Memorial Coliseum,447
449,22,2011-02-02,2011,REG,Maryland,Duke,ACC,62,80,False,,14,8,L 1,Comcast Center,448
450,23,2011-02-05,2011,REG,Maryland,Wake Forest,ACC,91,70,True,,15,8,W 1,Comcast Center,449
451,24,2011-02-09,2011,REG,Maryland,Longwood,Ind,106,52,True,,16,8,W 2,Comcast Center,450
452,25,2011-02-12,2011,REG,Maryland,Boston College,ACC,72,76,False,,16,9,L 1,Silvio O. Conte Forum,451
453,26,2011-02-15,2011,REG,Maryland,Virginia Tech,ACC,83,91,False,,16,10,L 2,Cassell Coliseum,452
454,27,2011-02-20,2011,REG,Maryland,North Carolina State,ACC,87,80,True,,17,10,W 1,Comcast Center,453
455,28,2011-02-23,2011,REG,Maryland,Florida State,ACC,78,62,True,,18,10,W 2,Comcast Center,454
456,29,2011-02-27,2011,REG,Maryland,North Carolina,ACC,76,87,False,,18,11,L 1,Dean Smith Center,455
457,30,2011-03-02,2011,REG,Maryland,Miami (FL),ACC,66,80,False,,18,12,L 2,BankUnited Center,456
458,31,2011-03-05,2011,REG,Maryland,Virginia,ACC,60,74,False,,18,13,L 3,Comcast Center,457
459,32,2011-03-10,2011,CTOURN,Maryland,North Carolina State,ACC,75,67,True,,19,13,W 1,,458
460,33,2011-03-11,2011,CTOURN,Maryland,Duke,ACC,71,87,False,,19,14,L 1,,459
461,1,2011-11-13,2012,REG,Maryland,North Carolina-Wilmington,CAA,71,62,True,,1,0,W 1,Comcast Center,460
462,2,2011-11-17,2012,REG,Maryland,Alabama,SEC,42,62,False,,1,1,L 1,Jos̩ Miguel Agrelot Coliseum,461
463,3,2011-11-18,2012,REG,Maryland,Colorado,Pac-12,78,71,True,,2,1,W 1,Jos̩ Miguel Agrelot Coliseum,462
464,4,2011-11-20,2012,REG,Maryland,Iona,MAAC,63,89,False,,2,2,L 1,Jos̩ Miguel Agrelot Coliseum,463
465,5,2011-11-25,2012,REG,Maryland,Florida Gulf Coast,A-Sun,73,67,True,,3,2,W 1,Comcast Center,464
466,6,2011-11-29,2012,REG,Maryland,Illinois,Big Ten,62,71,False,,3,3,L 1,Comcast Center,465
467,7,2011-12-04,2012,REG,Maryland,Notre Dame,Big East,78,71,True,,4,3,W 1,,466
