,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id
4131,7,2012-12-03,2013,REG,Nebraska,Southern California,Pac-12,63,51,True,,6,1,W 2,Bob Devaney Sports Center,3351
4132,8,2012-12-06,2013,REG,Nebraska,Creighton,MVC,42,64,False,,6,2,L 1,Bob Devaney Sports Center,3352
4133,9,2012-12-15,2013,REG,Nebraska,Oregon,Pac-12,38,60,False,,6,3,L 2,Matthew Knight Arena,3353
4134,10,2012-12-18,2013,REG,Nebraska,Jacksonville State,OVC,59,55,True,,7,3,W 1,Bob Devaney Sports Center,3354
4135,11,2012-12-22,2013,REG,Nebraska,Central Michigan,MAC,89,75,True,,8,3,W 2,Don Haskins Center,3355
4136,12,2012-12-23,2013,REG,Nebraska,Texas-El Paso,CUSA,52,68,False,,8,4,L 1,Don Haskins Center,3356
4137,13,2012-12-29,2013,REG,Nebraska,Nicholls State,Southland,68,59,True,,9,4,W 1,Bob Devaney Sports Center,3357
4138,14,2013-01-02,2013,REG,Nebraska,Ohio State,Big Ten,44,70,False,,9,5,L 1,Value City Arena,1643
4139,15,2013-01-06,2013,REG,Nebraska,Wisconsin,Big Ten,41,47,False,,9,6,L 2,Bob Devaney Sports Center,3358
4140,16,2013-01-09,2013,REG,Nebraska,Michigan,Big Ten,47,62,False,,9,7,L 3,Crisler Arena,894
4141,17,2013-01-13,2013,REG,Nebraska,Michigan State,Big Ten,56,66,False,,9,8,L 4,Breslin Events Center,1285
4142,18,2013-01-16,2013,REG,Nebraska,Purdue,Big Ten,56,65,False,,9,9,L 5,Bob Devaney Sports Center,3359
4143,19,2013-01-19,2013,REG,Nebraska,Penn State,Big Ten,68,64,True,,10,9,W 1,Bryce Jordan Center,1963
4144,20,2013-01-22,2013,REG,Nebraska,Illinois,Big Ten,51,71,False,,10,10,L 1,Bob Devaney Sports Center,2579
4145,21,2013-01-26,2013,REG,Nebraska,Northwestern,Big Ten,64,49,True,,11,10,W 1,Bob Devaney Sports Center,3360
4146,22,2013-01-29,2013,REG,Nebraska,Minnesota,Big Ten,65,84,False,,11,11,L 1,Williams Arena,3105
4147,23,2013-02-02,2013,REG,Nebraska,Ohio State,Big Ten,56,63,False,,11,12,L 2,Bob Devaney Sports Center,1649
4148,24,2013-02-09,2013,REG,Nebraska,Penn State,Big Ten,67,53,True,,12,12,W 1,Bob Devaney Sports Center,1966
4149,25,2013-02-13,2013,REG,Nebraska,Indiana,Big Ten,47,76,False,,12,13,L 1,Assembly Hall,123
4150,26,2013-02-16,2013,REG,Nebraska,Michigan State,Big Ten,64,73,False,,12,14,L 2,Bob Devaney Sports Center,1292
4151,27,2013-02-23,2013,REG,Nebraska,Iowa,Big Ten,64,60,True,,13,14,W 1,Bob Devaney Sports Center,2852
4152,28,2013-02-26,2013,REG,Nebraska,Wisconsin,Big Ten,46,77,False,,13,15,L 1,Kohl Center,3361
4153,29,2013-03-02,2013,REG,Nebraska,Illinois,Big Ten,65,72,False,,13,16,L 2,Assembly Hall,2584
4154,30,2013-03-06,2013,REG,Nebraska,Minnesota,Big Ten,53,51,True,,14,16,W 1,Bob Devaney Sports Center,3107
4155,31,2013-03-09,2013,REG,Nebraska,Iowa,Big Ten,60,74,False,,14,17,L 1,Carver-Hawkeye Arena,2854
4156,32,2013-03-14,2013,CTOURN,Nebraska,Purdue,Big Ten,57,55,True,,15,17,W 1,,3362
4157,33,2013-03-15,2013,CTOURN,Nebraska,Ohio State,Big Ten,50,71,False,,15,18,L 1,United Center,1655
4158,1,2013-11-08,2014,REG,Nebraska,Florida Gulf Coast,A-Sun,79,55,True,,1,0,W 1,Pinnacle Bank Arena,3363
4159,2,2013-11-12,2014,REG,Nebraska,Western Illinois,Summit,62,47,True,,2,0,W 2,Pinnacle Bank Arena,3364
4160,3,2013-11-17,2014,REG,Nebraska,South Carolina State,MEAC,83,57,True,,3,0,W 3,Pinnacle Bank Arena,3365
4161,4,2013-11-21,2014,REG,Nebraska,Massachusetts,A-10,90,96,False,,3,1,L 1,Carolina First Arena,3366
4162,5,2013-11-22,2014,REG,Nebraska,Alabama-Birmingham,CUSA,74,87,False,,3,2,L 2,Carolina First Arena,3367
4163,6,2013-11-24,2014,REG,Nebraska,Georgia,SEC,73,65,True,,4,2,W 1,Carolina First Arena,3368
4164,7,2013-11-30,2014,REG,Nebraska,Northern Illinois,MAC,63,58,True,,5,2,W 2,Pinnacle Bank Arena,3369
4165,8,2013-12-04,2014,REG,Nebraska,Miami (FL),ACC,60,49,True,,6,2,W 3,Pinnacle Bank Arena,3370
4166,9,2013-12-08,2014,REG,Nebraska,Creighton,Big East,67,82,False,,6,3,L 1,Qwest Center OMAHA,3371
4167,10,2013-12-14,2014,REG,Nebraska,Arkansas State,Sun Belt,79,67,True,,7,3,W 1,Pinnacle Bank Arena,3372
4168,11,2013-12-21,2014,REG,Nebraska,Citadel,Southern,77,62,True,,8,3,W 2,Pinnacle Bank Arena,3373
4169,12,2013-12-28,2014,REG,Nebraska,Cincinnati,AAC,59,74,False,,8,4,L 1,Fifth Third Arena,3374
4170,13,2013-12-31,2014,REG,Nebraska,Iowa,Big Ten,57,67,False,,8,5,L 2,Carver-Hawkeye Arena,2873
4171,14,2014-01-04,2014,REG,Nebraska,Ohio State,Big Ten,53,84,False,,8,6,L 3,Value City Arena,1674
4172,15,2014-01-09,2014,REG,Nebraska,Michigan,Big Ten,70,71,False,,8,7,L 4,Pinnacle Bank Arena,930
4173,16,2014-01-12,2014,REG,Nebraska,Purdue,Big Ten,64,70,False,,8,8,L 5,Mackey Arena,3375
4174,17,2014-01-20,2014,REG,Nebraska,Ohio State,Big Ten,68,62,True,,9,8,W 1,Pinnacle Bank Arena,1677
4175,18,2014-01-23,2014,REG,Nebraska,Penn State,Big Ten,54,58,False,,9,9,L 1,Bryce Jordan Center,1988
4176,19,2014-01-26,2014,REG,Nebraska,Minnesota,Big Ten,82,78,True,,10,9,W 1,Pinnacle Bank Arena,3126
4177,20,2014-01-30,2014,REG,Nebraska,Indiana,Big Ten,60,55,True,,11,9,W 2,Pinnacle Bank Arena,155
4178,21,2014-02-05,2014,REG,Nebraska,Michigan,Big Ten,50,79,False,,11,10,L 1,Crisler Arena,936
4179,22,2014-02-08,2014,REG,Nebraska,Northwestern,Big Ten,53,49,True,,12,10,W 1,Welsh-Ryan Arena,3376
4180,23,2014-02-12,2014,REG,Nebraska,Illinois,Big Ten,67,58,True,,13,10,W 2,Pinnacle Bank Arena,2607
4181,24,2014-02-16,2014,REG,Nebraska,Michigan State,Big Ten,60,51,True,,14,10,W 3,Breslin Events Center,1323
4182,25,2014-02-20,2014,REG,Nebraska,Penn State,Big Ten,80,67,True,,15,10,W 4,Pinnacle Bank Arena,1992
4183,26,2014-02-23,2014,REG,Nebraska,Purdue,Big Ten,76,57,True,,16,10,W 5,Pinnacle Bank Arena,3377
4184,27,2014-02-26,2014,REG,Nebraska,Illinois,Big Ten,49,60,False,,16,11,L 1,Assembly Hall,2609
4185,28,2014-03-01,2014,REG,Nebraska,Northwestern,Big Ten,54,47,True,,17,11,W 1,Pinnacle Bank Arena,3378
4186,29,2014-03-05,2014,REG,Nebraska,Indiana,Big Ten,70,60,True,,18,11,W 2,Assembly Hall,164
4187,30,2014-03-09,2014,REG,Nebraska,Wisconsin,Big Ten,77,68,True,,19,11,W 3,Pinnacle Bank Arena,3379
4188,31,2014-03-14,2014,CTOURN,Nebraska,Ohio State,Big Ten,67,71,False,,19,12,L 1,Conseco Fieldhouse,1688
4189,32,2014-03-21,2014,NCAA,Nebraska,Baylor,Big 12,60,74,False,,19,13,L 2,AT&T Center,3380
4190,1,2014-11-16,2015,REG,Nebraska,Northern Kentucky,A-Sun,80,61,True,,1,0,W 1,Pinnacle Bank Arena,3381
4191,2,2014-11-18,2015,REG,Nebraska,Central Arkansas,Southland,82,56,True,,2,0,W 2,Pinnacle Bank Arena,3382
4192,3,2014-11-22,2015,REG,Nebraska,Rhode Island,A-10,62,66,False,OT,2,1,L 1,Thomas M. Ryan Center,3383
4193,4,2014-11-25,2015,REG,Nebraska,Omaha,Summit,80,67,True,,3,1,W 1,Pinnacle Bank Arena,3384
4194,5,2014-11-28,2015,REG,Nebraska,Tennessee-Martin,OVC,75,64,True,,4,1,W 2,Pinnacle Bank Arena,3385
4195,6,2014-12-01,2015,REG,Nebraska,Florida State,ACC,70,65,True,,5,1,W 3,Donald L. Tucker Center,3386
4196,7,2014-12-07,2015,REG,Nebraska,Creighton,Big East,55,65,False,,5,2,L 1,Pinnacle Bank Arena,3387
4197,8,2014-12-10,2015,REG,Nebraska,Incarnate Word,Southland,73,74,False,,5,3,L 2,Pinnacle Bank Arena,3388
4198,9,2014-12-13,2015,REG,Nebraska,Cincinnati,AAC,56,55,True,2OT,6,3,W 1,Pinnacle Bank Arena,3389
4199,10,2014-12-22,2015,REG,Nebraska,Hawaii,Big West,58,66,False,,6,4,L 1,Stan Sheriff Center,3390
4200,11,2014-12-23,2015,REG,Nebraska,Loyola Marymount,WCC,50,42,True,OT,7,4,W 1,Stan Sheriff Center,3391
4201,12,2014-12-25,2015,REG,Nebraska,Ohio,MAC,71,58,True,,8,4,W 2,Stan Sheriff Center,3392
4202,13,2014-12-31,2015,REG,Nebraska,Indiana,Big Ten,65,70,False,,8,5,L 1,Pinnacle Bank Arena,180
4203,14,2015-01-05,2015,REG,Nebraska,Iowa,Big Ten,59,70,False,,8,6,L 2,Carver-Hawkeye Arena,2896
4204,15,2015-01-08,2015,REG,Nebraska,Rutgers,Big Ten,65,49,True,,9,6,W 1,Pinnacle Bank Arena,2347
4205,16,2015-01-11,2015,REG,Nebraska,Illinois,Big Ten,53,43,True,,10,6,W 2,Pinnacle Bank Arena,2626
4206,17,2015-01-15,2015,REG,Nebraska,Wisconsin,Big Ten,55,70,False,,10,7,L 1,Kohl Center,3393
4207,18,2015-01-20,2015,REG,Nebraska,Minnesota,Big Ten,52,49,True,,11,7,W 1,Pinnacle Bank Arena,3151
4208,19,2015-01-24,2015,REG,Nebraska,Michigan State,Big Ten,79,77,True,,12,7,W 2,Pinnacle Bank Arena,1350
4209,20,2015-01-27,2015,REG,Nebraska,Michigan,Big Ten,44,58,False,,12,8,L 1,Crisler Arena,971
4210,21,2015-01-31,2015,REG,Nebraska,Minnesota,Big Ten,42,60,False,,12,9,L 2,Williams Arena,3152
4211,22,2015-02-03,2015,REG,Nebraska,Northwestern,Big Ten,76,60,True,,13,9,W 1,Pinnacle Bank Arena,3394
4212,23,2015-02-07,2015,REG,Nebraska,Penn State,Big Ten,43,56,False,,13,10,L 1,Bryce Jordan Center,2018
4213,24,2015-02-10,2015,REG,Nebraska,Wisconsin,Big Ten,55,65,False,,13,11,L 2,Pinnacle Bank Arena,3395
4214,25,2015-02-15,2015,REG,Nebraska,Purdue,Big Ten,54,66,False,,13,12,L 3,Mackey Arena,3396
4215,26,2015-02-19,2015,REG,Nebraska,Maryland,Big Ten,65,69,False,,13,13,L 4,Xfinity Center,586
4216,27,2015-02-22,2015,REG,Nebraska,Iowa,Big Ten,46,74,False,,13,14,L 5,Pinnacle Bank Arena,2903
4217,28,2015-02-26,2015,REG,Nebraska,Ohio State,Big Ten,57,81,False,,13,15,L 6,Value City Arena,1711
4218,29,2015-03-04,2015,REG,Nebraska,Illinois,Big Ten,57,69,False,,13,16,L 7,State Farm Center,2633
4219,30,2015-03-08,2015,REG,Nebraska,Maryland,Big Ten,61,64,False,,13,17,L 8,Pinnacle Bank Arena,590
4220,31,2015-03-11,2015,CTOURN,Nebraska,Penn State,Big Ten,65,68,False,,13,18,L 9,United Center,2023
4221,1,2015-11-14,2016,REG,Nebraska,Mississippi Valley State,SWAC,97,51,True,,1,0,W 1,Pinnacle Bank Arena,3397
4222,2,2015-11-17,2016,REG,Nebraska,Villanova,Big East,63,87,False,,1,1,L 1,The Pavilion,3398
4223,3,2015-11-19,2016,REG,Nebraska,Delaware State,MEAC,75,60,True,,2,1,W 1,Pinnacle Bank Arena,3399
4224,4,2015-11-22,2016,REG,Nebraska,Southeastern Louisiana,Southland,92,65,True,,3,1,W 2,Pinnacle Bank Arena,3400
4225,5,2015-11-24,2016,REG,Nebraska,Arkansas-Pine Bluff,SWAC,67,44,True,,4,1,W 3,Pinnacle Bank Arena,3401
4226,6,2015-11-27,2016,REG,Nebraska,Cincinnati,AAC,61,65,False,,4,2,L 1,Barclays Center,3402
4227,7,2015-11-28,2016,REG,Nebraska,Tennessee,SEC,82,71,True,,5,2,W 1,Barclays Center,3403
4228,8,2015-12-01,2016,REG,Nebraska,Miami (FL),ACC,72,77,False,OT,5,3,L 1,Pinnacle Bank Arena,3404
4229,9,2015-12-05,2016,REG,Nebraska,Abilene Christian,Southland,73,63,True,,6,3,W 1,Pinnacle Bank Arena,3405
4230,10,2015-12-09,2016,REG,Nebraska,Creighton,Big East,67,83,False,,6,4,L 1,CenturyLink Center,3406
4231,11,2015-12-13,2016,REG,Nebraska,Rhode Island,A-10,70,67,True,,7,4,W 1,Pinnacle Bank Arena,3407
4232,12,2015-12-20,2016,REG,Nebraska,Samford,Southern,58,69,False,,7,5,L 1,Pinnacle Bank Arena,3408
4233,13,2015-12-22,2016,REG,Nebraska,Prairie View,SWAC,81,50,True,,8,5,W 1,Pinnacle Bank Arena,3409
4234,14,2015-12-30,2016,REG,Nebraska,Northwestern,Big Ten,72,81,False,,8,6,L 1,Pinnacle Bank Arena,3410
4235,15,2016-01-02,2016,REG,Nebraska,Indiana,Big Ten,69,79,False,,8,7,L 2,Pinnacle Bank Arena,215
4236,16,2016-01-05,2016,REG,Nebraska,Iowa,Big Ten,66,77,False,,8,8,L 3,Carver-Hawkeye Arena,2920
4237,17,2016-01-09,2016,REG,Nebraska,Rutgers,Big Ten,90,56,True,,9,8,W 1,Louis Brown Athletic Center,2369
4238,18,2016-01-12,2016,REG,Nebraska,Minnesota,Big Ten,84,59,True,,10,8,W 2,Pinnacle Bank Arena,3170
4239,19,2016-01-16,2016,REG,Nebraska,Illinois,Big Ten,78,67,True,,11,8,W 3,State Farm Center,2650
4240,20,2016-01-20,2016,REG,Nebraska,Michigan State,Big Ten,72,71,True,,12,8,W 4,Breslin Events Center,1385
4241,21,2016-01-23,2016,REG,Nebraska,Michigan,Big Ten,68,81,False,,12,9,L 1,Pinnacle Bank Arena,999
4242,22,2016-01-30,2016,REG,Nebraska,Purdue,Big Ten,74,89,False,,12,10,L 2,Mackey Arena,3411
4243,23,2016-02-03,2016,REG,Nebraska,Maryland,Big Ten,65,70,False,,12,11,L 3,Pinnacle Bank Arena,616
4244,24,2016-02-06,2016,REG,Nebraska,Rutgers,Big Ten,87,63,True,,13,11,W 1,Pinnacle Bank Arena,2373
4245,25,2016-02-10,2016,REG,Nebraska,Wisconsin,Big Ten,61,72,False,,13,12,L 1,Kohl Center,3412
4246,26,2016-02-13,2016,REG,Nebraska,Penn State,Big Ten,70,54,True,,14,12,W 1,Pinnacle Bank Arena,2044
4247,27,2016-02-17,2016,REG,Nebraska,Indiana,Big Ten,64,80,False,,14,13,L 1,Assembly Hall,227
4248,28,2016-02-20,2016,REG,Nebraska,Ohio State,Big Ten,62,65,False,OT,14,14,L 2,Pinnacle Bank Arena,1741
4249,29,2016-02-25,2016,REG,Nebraska,Penn State,Big Ten,55,56,False,,14,15,L 3,Bryce Jordan Center,2047
4250,30,2016-03-01,2016,REG,Nebraska,Purdue,Big Ten,62,81,False,,14,16,L 4,Pinnacle Bank Arena,3413
4251,31,2016-03-06,2016,REG,Nebraska,Northwestern,Big Ten,54,65,False,,14,17,L 5,Welsh-Ryan Arena,3414
4252,32,2016-03-09,2016,CTOURN,Nebraska,Rutgers,Big Ten,89,72,True,,15,17,W 1,Bankers Life Fieldhouse,2378
4253,33,2016-03-10,2016,CTOURN,Nebraska,Wisconsin,Big Ten,70,58,True,,16,17,W 2,Bankers Life Fieldhouse,3415
4254,34,2016-03-11,2016,CTOURN,Nebraska,Maryland,Big Ten,86,97,False,,16,18,L 1,Bankers Life Fieldhouse,624
4255,1,2016-11-13,2017,REG,Nebraska,Sacramento State,Big Sky,83,61,True,,1,0,W 1,Pinnacle Bank Arena,3416
4256,2,2016-11-15,2017,REG,Nebraska,Mary,,70,38,True,,2,0,W 2,Pinnacle Bank Arena,3417
4257,3,2016-11-19,2017,REG,Nebraska,Louisiana Tech,CUSA,65,54,True,,3,0,W 3,Pinnacle Bank Arena,3418
4258,4,2016-11-24,2017,REG,Nebraska,Dayton,A-10,80,78,True,,4,0,W 4,Titan Gym,3419
4259,5,2016-11-25,2017,REG,Nebraska,UCLA,Pac-12,71,82,False,,4,1,L 1,Titan Gym,3420
4260,6,2016-11-27,2017,REG,Nebraska,Virginia Tech,ACC,53,66,False,,4,2,L 2,Titan Gym,3421
4261,7,2016-11-30,2017,REG,Nebraska,Clemson,ACC,58,60,False,,4,3,L 3,Littlejohn Coliseum,3422
4262,8,2016-12-03,2017,REG,Nebraska,South Dakota,Summit,73,61,True,,5,3,W 1,Pinnacle Bank Arena,3423
4263,9,2016-12-07,2017,REG,Nebraska,Creighton,Big East,62,77,False,,5,4,L 1,Pinnacle Bank Arena,3424
4264,10,2016-12-10,2017,REG,Nebraska,Kansas,Big 12,72,89,False,,5,5,L 2,Allen Fieldhouse,3425
4265,11,2016-12-18,2017,REG,Nebraska,Gardner-Webb,Big South,62,70,False,,5,6,L 3,Pinnacle Bank Arena,3426
4266,12,2016-12-20,2017,REG,Nebraska,Southern,SWAC,81,76,True,,6,6,W 1,Pinnacle Bank Arena,3427
4267,13,2016-12-28,2017,REG,Nebraska,Indiana,Big Ten,87,83,True,,7,6,W 2,Assembly Hall,248
4268,14,2017-01-01,2017,REG,Nebraska,Maryland,Big Ten,67,65,True,,8,6,W 3,Xfinity Center,643
4269,15,2017-01-05,2017,REG,Nebraska,Iowa,Big Ten,93,90,True,2OT,9,6,W 4,Pinnacle Bank Arena,2941
4270,16,2017-01-08,2017,REG,Nebraska,Northwestern,Big Ten,66,74,False,,9,7,L 1,Pinnacle Bank Arena,3428
4271,17,2017-01-14,2017,REG,Nebraska,Michigan,Big Ten,85,91,False,,9,8,L 2,Crisler Arena,1029
4272,18,2017-01-18,2017,REG,Nebraska,Ohio State,Big Ten,66,67,False,,9,9,L 3,Pinnacle Bank Arena,1763
4273,19,2017-01-21,2017,REG,Nebraska,Rutgers,Big Ten,64,65,False,,9,10,L 4,Louis Brown Athletic Center,2395
4274,20,2017-01-26,2017,REG,Nebraska,Northwestern,Big Ten,61,73,False,,9,11,L 5,Welsh-Ryan Arena,3429
4275,21,2017-01-29,2017,REG,Nebraska,Purdue,Big Ten,83,80,True,,10,11,W 1,Pinnacle Bank Arena,3430
4276,22,2017-02-02,2017,REG,Nebraska,Michigan State,Big Ten,61,72,False,,10,12,L 1,Pinnacle Bank Arena,1417
4277,23,2017-02-05,2017,REG,Nebraska,Iowa,Big Ten,70,81,False,,10,13,L 2,Carver-Hawkeye Arena,2944
4278,24,2017-02-09,2017,REG,Nebraska,Wisconsin,Big Ten,69,70,False,OT,10,14,L 3,Pinnacle Bank Arena,3431
4279,25,2017-02-14,2017,REG,Nebraska,Penn State,Big Ten,82,66,True,,11,14,W 1,Pinnacle Bank Arena,2071
4280,26,2017-02-18,2017,REG,Nebraska,Ohio State,Big Ten,58,57,True,,12,14,W 2,Value City Arena,1768
4281,27,2017-02-23,2017,REG,Nebraska,Michigan State,Big Ten,72,88,False,,12,15,L 1,Breslin Events Center,1421
4282,28,2017-02-26,2017,REG,Nebraska,Illinois,Big Ten,57,73,False,,12,16,L 2,Pinnacle Bank Arena,2680
4283,29,2017-03-02,2017,REG,Nebraska,Minnesota,Big Ten,73,88,False,,12,17,L 3,Williams Arena,3190
4284,30,2017-03-05,2017,REG,Nebraska,Michigan,Big Ten,57,93,False,,12,18,L 4,Pinnacle Bank Arena,1040
4285,31,2017-03-08,2017,CTOURN,Nebraska,Penn State,Big Ten,67,76,False,OT,12,19,L 5,Verizon Center,2075
4286,1,2017-11-11,2018,REG,Nebraska,Eastern Illinois,OVC,72,68,True,,1,0,W 1,Pinnacle Bank Arena,3432
4287,2,2017-11-13,2018,REG,Nebraska,North Texas,CUSA,86,67,True,,2,0,W 2,Pinnacle Bank Arena,3433
4288,3,2017-11-16,2018,REG,Nebraska,St. John's (NY),Big East,56,79,False,,2,1,L 1,Carnesecca Arena,3434
4289,4,2017-11-19,2018,REG,Nebraska,North Dakota,Big Sky,92,70,True,,3,1,W 1,Pinnacle Bank Arena,3435
4290,5,2017-11-23,2018,REG,Nebraska,Central Florida,AAC,59,68,False,,3,2,L 1,HP Field House,3436
4291,6,2017-11-24,2018,REG,Nebraska,Marist,MAAC,84,59,True,,4,2,W 1,HP Field House,3437
4292,7,2017-11-26,2018,REG,Nebraska,Cal State Long Beach,Big West,85,80,True,,5,2,W 2,HP Field House,3438
4293,8,2017-11-29,2018,REG,Nebraska,Boston College,ACC,71,62,True,,6,2,W 3,Pinnacle Bank Arena,3439
4294,9,2017-12-03,2018,REG,Nebraska,Michigan State,Big Ten,57,86,False,,6,3,L 1,Breslin Events Center,1435
4295,10,2017-12-05,2018,REG,Nebraska,Minnesota,Big Ten,78,68,True,,7,3,W 1,Pinnacle Bank Arena,3201
4296,11,2017-12-09,2018,REG,Nebraska,Creighton,Big East,65,75,False,,7,4,L 1,CenturyLink Center,3440
4297,12,2017-12-16,2018,REG,Nebraska,Kansas,Big 12,72,73,False,,7,5,L 2,Pinnacle Bank Arena,3441
4298,13,2017-12-20,2018,REG,Nebraska,Texas-San Antonio,CUSA,104,94,True,,8,5,W 1,Pinnacle Bank Arena,3442
4299,14,2017-12-22,2018,REG,Nebraska,Delaware State,MEAC,85,68,True,,9,5,W 2,Pinnacle Bank Arena,3443
4300,15,2017-12-29,2018,REG,Nebraska,Stetson,A-Sun,71,62,True,,10,5,W 3,Pinnacle Bank Arena,3444
4301,16,2018-01-02,2018,REG,Nebraska,Northwestern,Big Ten,70,55,True,,11,5,W 4,Allstate Arena,3445
4302,17,2018-01-06,2018,REG,Nebraska,Purdue,Big Ten,62,74,False,,11,6,L 1,Mackey Arena,3446
4303,18,2018-01-09,2018,REG,Nebraska,Wisconsin,Big Ten,63,59,True,,12,6,W 1,Pinnacle Bank Arena,3447
4304,19,2018-01-12,2018,REG,Nebraska,Penn State,Big Ten,74,76,False,OT,12,7,L 1,Bryce Jordan Center,2092
4305,20,2018-01-15,2018,REG,Nebraska,Illinois,Big Ten,64,63,True,,13,7,W 1,Pinnacle Bank Arena,2700
4306,21,2018-01-18,2018,REG,Nebraska,Michigan,Big Ten,72,52,True,,14,7,W 2,Pinnacle Bank Arena,1066
4307,22,2018-01-22,2018,REG,Nebraska,Ohio State,Big Ten,59,64,False,,14,8,L 1,Value City Arena,1790
4308,23,2018-01-24,2018,REG,Nebraska,Rutgers,Big Ten,60,54,True,,15,8,W 1,Louis Brown Athletic Center,2420
4309,24,2018-01-27,2018,REG,Nebraska,Iowa,Big Ten,98,84,True,,16,8,W 2,Pinnacle Bank Arena,2964
4310,25,2018-01-29,2018,REG,Nebraska,Wisconsin,Big Ten,74,63,True,,17,8,W 3,Kohl Center,3448
4311,26,2018-02-06,2018,REG,Nebraska,Minnesota,Big Ten,91,85,True,,18,8,W 4,Williams Arena,3210
4312,27,2018-02-10,2018,REG,Nebraska,Rutgers,Big Ten,67,55,True,,19,8,W 5,Pinnacle Bank Arena,2423
4313,28,2018-02-13,2018,REG,Nebraska,Maryland,Big Ten,70,66,True,,20,8,W 6,Pinnacle Bank Arena,687
4314,29,2018-02-18,2018,REG,Nebraska,Illinois,Big Ten,66,72,False,,20,9,L 1,State Farm Center,2703
4315,30,2018-02-20,2018,REG,Nebraska,Indiana,Big Ten,66,57,True,,21,9,W 1,Pinnacle Bank Arena,298
4316,31,2018-02-25,2018,REG,Nebraska,Penn State,Big Ten,76,64,True,,22,9,W 2,Pinnacle Bank Arena,2099
4317,32,2018-03-02,2018,CTOURN,Nebraska,Michigan,Big Ten,58,77,False,,22,10,L 1,Madison Square Garden (IV),1077
4318,33,2018-03-14,2018,NIT,Nebraska,Mississippi State,SEC,59,66,False,,22,11,L 2,Humphrey Coliseum,3449
4319,1,2018-11-06,2019,REG,Nebraska,Mississippi Valley State,SWAC,106,37,True,,1,0,W 1,Pinnacle Bank Arena,3450
4320,2,2018-11-11,2019,REG,Nebraska,Southeastern Louisiana,Southland,87,35,True,,2,0,W 2,Pinnacle Bank Arena,3451
4321,3,2018-11-14,2019,REG,Nebraska,Seton Hall,Big East,80,57,True,,3,0,W 3,Pinnacle Bank Arena,3452
4322,4,2018-11-19,2019,REG,Nebraska,Missouri State,MVC,85,62,True,,4,0,W 4,Sprint Center,3453
4323,5,2018-11-20,2019,REG,Nebraska,Texas Tech,Big 12,52,70,False,,4,1,L 1,Sprint Center,3454
4324,6,2018-11-24,2019,REG,Nebraska,Western Illinois,Summit,73,49,True,,5,1,W 1,Pinnacle Bank Arena,3455
4325,7,2018-11-26,2019,REG,Nebraska,Clemson,ACC,68,66,True,,6,1,W 2,Littlejohn Coliseum,3456
4326,8,2018-12-02,2019,REG,Nebraska,Illinois,Big Ten,75,60,True,,7,1,W 3,Pinnacle Bank Arena,2713
4327,9,2018-12-05,2019,REG,Nebraska,Minnesota,Big Ten,78,85,False,,7,2,L 1,Williams Arena,3220
4328,10,2018-12-08,2019,REG,Nebraska,Creighton,Big East,94,75,True,,8,2,W 1,Pinnacle Bank Arena,3457
4329,11,2018-12-16,2019,REG,Nebraska,Oklahoma State,Big 12,79,56,True,,9,2,W 2,Sanford Pentagon,3458
4330,12,2018-12-22,2019,REG,Nebraska,Cal State Fullerton,Big West,86,62,True,,10,2,W 3,Pinnacle Bank Arena,3459
4331,13,2018-12-29,2019,REG,Nebraska,Southwest Minnesota State,,79,38,True,,11,2,W 4,Pinnacle Bank Arena,3460
4332,14,2019-01-02,2019,REG,Nebraska,Maryland,Big Ten,72,74,False,,11,3,L 1,Xfinity Center,705
4333,15,2019-01-06,2019,REG,Nebraska,Iowa,Big Ten,84,93,False,,11,4,L 2,Carver-Hawkeye Arena,2981
4334,16,2019-01-10,2019,REG,Nebraska,Penn State,Big Ten,70,64,True,,12,4,W 1,Pinnacle Bank Arena,2119
4335,17,2019-01-14,2019,REG,Nebraska,Indiana,Big Ten,66,51,True,,13,4,W 2,Assembly Hall,317
4336,18,2019-01-17,2019,REG,Nebraska,Michigan State,Big Ten,64,70,False,,13,5,L 1,Pinnacle Bank Arena,1474
4337,19,2019-01-21,2019,REG,Nebraska,Rutgers,Big Ten,69,76,False,,13,6,L 2,Louis Brown Athletic Center,2442
4338,20,2019-01-26,2019,REG,Nebraska,Ohio State,Big Ten,60,70,False,,13,7,L 3,Pinnacle Bank Arena,1816
4339,21,2019-01-29,2019,REG,Nebraska,Wisconsin,Big Ten,51,62,False,,13,8,L 4,Pinnacle Bank Arena,3461
4340,22,2019-02-02,2019,REG,Nebraska,Illinois,Big Ten,64,71,False,,13,9,L 5,State Farm Center,2723
4341,23,2019-02-06,2019,REG,Nebraska,Maryland,Big Ten,45,60,False,,13,10,L 6,Pinnacle Bank Arena,714
4342,24,2019-02-09,2019,REG,Nebraska,Purdue,Big Ten,62,81,False,,13,11,L 7,Mackey Arena,3462
4343,25,2019-02-13,2019,REG,Nebraska,Minnesota,Big Ten,62,61,True,,14,11,W 1,Pinnacle Bank Arena,3228
4344,26,2019-02-16,2019,REG,Nebraska,Northwestern,Big Ten,59,50,True,,15,11,W 2,Pinnacle Bank Arena,3463
4345,27,2019-02-19,2019,REG,Nebraska,Penn State,Big Ten,71,95,False,,15,12,L 1,Bryce Jordan Center,2126
