,Player,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Starter,game_id,TEAM
10,School Totals,200,23,56,.411,18,38,.474,5,18,.278,6,8,.750,4,24,28,11,2,7,8,11,57,False,3249,Northwestern
15,School Totals,200,32,62,.516,18,33,.545,14,29,.483,14,23,.609,6,40,46,25,3,5,11,22,92,False,3672,Northwestern
15,School Totals,200,36,70,.514,25,46,.543,11,24,.458,28,37,.757,13,40,53,28,6,1,9,15,111,False,3673,Northwestern
10,School Totals,200,21,57,.368,13,29,.448,8,28,.286,20,27,.741,4,30,34,15,5,5,11,20,70,False,3674,Northwestern
15,School Totals,200,34,76,.447,20,47,.426,14,29,.483,18,24,.750,20,30,50,20,5,5,7,15,100,False,3675,Northwestern
10,School Totals,200,27,51,.529,17,30,.567,10,21,.476,15,18,.833,3,27,30,16,7,0,12,14,79,False,1522,Northwestern
10,School Totals,200,28,50,.560,21,31,.677,7,19,.368,11,13,.846,4,20,24,13,10,1,15,17,74,False,375,Northwestern
10,School Totals,200,28,58,.483,22,42,.524,6,16,.375,9,14,.643,4,20,24,24,7,5,5,14,71,False,1859,Northwestern
10,School Totals,200,26,59,.441,15,34,.441,11,25,.440,9,12,.750,8,22,30,15,5,2,11,17,72,False,3017,Northwestern
11,School Totals,200,26,63,.413,21,45,.467,5,18,.278,9,12,.750,5,21,26,12,1,1,8,14,66,False,1155,Northwestern
11,School Totals,200,18,55,.327,12,35,.343,6,20,.300,14,18,.778,6,19,25,13,10,0,13,16,56,False,2757,Northwestern
10,School Totals,200,25,63,.397,19,40,.475,6,23,.261,15,21,.714,6,25,31,9,5,1,4,21,71,False,1863,Northwestern
11,School Totals,200,27,65,.415,18,32,.563,9,33,.273,10,14,.714,6,20,26,19,3,2,6,22,73,False,3019,Northwestern
12,School Totals,200,21,51,.412,14,28,.500,7,23,.304,3,7,.429,2,23,25,10,3,2,10,17,52,False,3676,Northwestern
10,School Totals,200,29,59,.492,18,33,.545,11,26,.423,9,12,.750,3,20,23,16,8,2,14,20,78,False,2163,Northwestern
10,School Totals,200,20,48,.417,16,28,.571,4,20,.200,12,17,.706,6,22,28,10,9,0,18,22,56,False,2479,Northwestern
10,School Totals,200,26,59,.441,16,31,.516,10,28,.357,8,11,.727,6,22,28,16,3,3,14,22,70,False,3677,Northwestern
10,School Totals,250,29,68,.426,19,38,.500,10,30,.333,8,12,.667,5,27,32,16,8,7,11,26,76,False,386,Northwestern
9,School Totals,200,18,55,.327,12,36,.333,6,19,.316,8,12,.667,4,21,25,9,8,7,11,14,50,False,2482,Northwestern
10,School Totals,200,27,64,.422,21,39,.538,6,25,.240,6,8,.750,6,24,30,4,6,1,12,22,66,False,2761,Northwestern
12,School Totals,200,20,50,.400,14,30,.467,6,20,.300,5,8,.625,3,22,25,13,4,4,14,12,51,False,3678,Northwestern
10,School Totals,200,19,45,.422,12,27,.444,7,18,.389,22,27,.815,8,24,32,8,8,1,17,13,67,False,3261,Northwestern
10,School Totals,200,20,55,.364,10,26,.385,10,29,.345,10,11,.909,8,23,31,11,7,3,11,12,60,False,778,Northwestern
11,School Totals,200,32,60,.533,21,35,.600,11,25,.440,4,9,.444,6,21,27,21,8,3,12,16,79,False,3494,Northwestern
11,School Totals,200,18,58,.310,13,40,.325,5,18,.278,5,12,.417,7,29,36,9,9,2,14,21,46,False,3263,Northwestern
16,School Totals,200,30,66,.455,21,42,.500,9,24,.375,20,30,.667,9,25,34,24,8,6,13,31,89,False,3679,Purdue
11,School Totals,200,30,65,.462,28,51,.549,2,14,.143,12,21,.571,10,22,32,14,5,7,13,23,74,False,3680,Purdue
16,School Totals,200,30,71,.423,22,47,.468,8,24,.333,17,20,.850,10,24,34,21,11,3,9,22,85,False,3681,Purdue
11,School Totals,200,25,56,.446,21,40,.525,4,16,.250,19,26,.731,8,22,30,12,6,5,12,25,73,False,3682,Purdue
12,School Totals,200,20,44,.455,15,28,.536,5,16,.313,19,20,.950,12,19,31,9,5,5,17,17,64,False,3683,Purdue
11,School Totals,200,22,64,.344,21,49,.429,1,15,.067,24,31,.774,12,25,37,12,14,5,9,23,69,False,3684,Purdue
16,School Totals,200,36,69,.522,24,45,.533,12,24,.500,17,22,.773,10,27,37,22,10,7,12,18,101,False,3685,Purdue
16,School Totals,200,29,55,.527,19,33,.576,10,22,.455,18,23,.783,10,16,26,20,10,4,11,16,86,False,3686,Purdue
11,School Totals,200,25,54,.463,19,35,.543,6,19,.316,17,21,.810,12,22,34,9,5,2,17,19,73,False,3687,Purdue
16,School Totals,200,25,62,.403,21,39,.538,4,23,.174,15,20,.750,9,19,28,14,8,7,9,21,69,False,3688,Purdue
16,School Totals,200,37,81,.457,30,57,.526,7,24,.292,9,14,.643,22,21,43,21,10,10,6,12,90,False,3689,Purdue
11,School Totals,200,26,53,.491,22,42,.524,4,11,.364,11,18,.611,8,21,29,11,9,4,7,17,67,False,2780,Purdue
11,School Totals,200,28,56,.500,24,44,.545,4,12,.333,17,23,.739,9,16,25,11,9,2,7,18,77,False,3690,Purdue
11,School Totals,200,23,44,.523,17,27,.630,6,17,.353,27,36,.750,5,28,33,12,9,9,17,21,79,False,3038,Purdue
11,School Totals,200,25,53,.472,22,43,.512,3,10,.300,13,24,.542,3,27,30,11,3,3,10,25,66,False,3691,Purdue
10,School Totals,200,24,56,.429,14,29,.483,10,27,.370,8,12,.667,10,16,26,15,7,3,14,14,66,False,1552,Purdue
11,School Totals,200,21,60,.350,16,37,.432,5,23,.217,17,19,.895,8,12,20,11,6,6,6,25,64,False,3508,Purdue
12,School Totals,200,27,56,.482,24,40,.600,3,16,.188,27,34,.794,10,25,35,12,4,3,14,22,84,False,2503,Purdue
12,School Totals,200,25,50,.500,21,37,.568,4,13,.308,15,20,.750,8,22,30,19,9,2,11,15,69,False,800,Purdue
12,School Totals,200,24,49,.490,22,44,.500,2,5,.400,10,15,.667,11,23,34,11,5,3,13,16,60,False,3692,Purdue
13,School Totals,200,24,52,.462,16,36,.444,8,16,.500,10,16,.625,6,24,30,18,7,6,6,14,66,False,1894,Purdue
11,School Totals,200,26,56,.464,20,37,.541,6,19,.316,20,28,.714,13,22,35,13,3,6,9,18,78,False,20,Purdue
12,School Totals,202,25,44,.568,19,30,.633,6,14,.429,20,22,.909,3,24,27,16,5,4,14,23,76,False,1195,Purdue
13,School Totals,200,23,52,.442,21,40,.525,2,12,.167,15,20,.750,7,25,32,13,10,6,8,10,63,False,2784,Purdue
10,School Totals,200,24,48,.500,19,35,.543,5,13,.385,7,10,.700,3,23,26,15,2,2,16,16,60,False,1561,Purdue
11,School Totals,200,21,59,.356,12,41,.293,9,18,.500,24,28,.857,12,20,32,11,7,4,5,12,75,False,2507,Purdue
11,School Totals,200,24,53,.453,17,33,.515,7,20,.350,4,9,.444,6,23,29,19,2,4,7,19,59,False,3042,Purdue
11,School Totals,200,15,50,.300,13,41,.317,2,9,.222,12,18,.667,3,13,16,9,7,0,12,14,44,False,1198,Purdue
13,School Totals,200,24,49,.490,19,36,.528,5,13,.385,21,31,.677,3,21,24,16,7,6,8,11,74,False,28,Purdue
9,School Totals,200,22,45,.489,15,25,.600,7,20,.350,13,21,.619,7,22,29,11,8,3,12,16,64,False,1898,Purdue
10,School Totals,200,18,51,.353,14,35,.400,4,16,.250,29,39,.744,15,15,30,12,3,5,9,24,69,False,3511,Purdue
14,School Totals,200,16,58,.276,14,44,.318,2,14,.143,8,18,.444,5,15,20,5,7,1,10,21,42,False,3043,Purdue
11,School Totals,200,27,59,.458,22,42,.524,5,17,.294,13,19,.684,6,31,37,21,8,7,13,14,72,False,3693,Purdue
11,School Totals,225,26,63,.413,20,46,.435,6,17,.353,5,6,.833,3,27,30,11,12,6,12,18,63,False,3694,Purdue
11,School Totals,200,20,54,.370,16,39,.410,4,15,.267,13,21,.619,4,18,22,12,7,6,7,21,57,False,3695,Purdue
14,School Totals,200,25,58,.431,12,30,.400,13,28,.464,13,22,.591,12,33,45,21,4,9,11,19,76,False,3696,Purdue
14,School Totals,200,41,79,.519,34,60,.567,7,19,.368,14,21,.667,17,34,51,30,13,2,14,19,103,False,3697,Purdue
11,School Totals,200,33,65,.508,22,40,.550,11,25,.440,5,9,.556,11,15,26,22,14,4,13,16,82,False,3698,Purdue
14,School Totals,200,32,69,.464,23,41,.561,9,28,.321,14,24,.583,16,21,37,24,11,2,9,17,87,False,3699,Purdue
12,School Totals,200,25,57,.439,20,44,.455,5,13,.385,24,30,.800,12,18,30,8,4,3,14,24,79,False,3700,Purdue
12,School Totals,200,16,53,.302,12,37,.324,4,16,.250,18,25,.720,7,24,31,6,1,3,11,19,54,False,3701,Purdue
11,School Totals,225,21,58,.362,16,37,.432,5,21,.238,11,19,.579,8,20,28,12,4,2,9,20,58,False,3702,Purdue
11,School Totals,200,22,56,.393,13,32,.406,9,24,.375,13,14,.929,9,21,30,13,5,5,11,13,66,False,3703,Purdue
13,School Totals,200,28,54,.519,22,42,.524,6,12,.500,14,22,.636,6,27,33,16,9,5,14,22,76,False,3704,Purdue
13,School Totals,200,29,52,.558,23,37,.622,6,15,.400,13,24,.542,12,22,34,22,6,4,19,19,77,False,3705,Purdue
10,School Totals,200,19,57,.333,16,41,.390,3,16,.188,24,30,.800,8,26,34,12,5,6,7,20,65,False,3706,Purdue
13,School Totals,200,31,58,.534,21,36,.583,10,22,.455,5,7,.714,7,23,30,26,11,3,11,14,77,False,3707,Purdue
13,School Totals,200,29,59,.492,19,41,.463,10,18,.556,12,15,.800,9,24,33,19,5,4,8,15,80,False,826,Purdue
9,School Totals,200,25,54,.463,16,30,.533,9,24,.375,23,33,.697,12,23,35,18,5,3,10,16,82,False,3523,Purdue
9,School Totals,200,26,55,.473,20,42,.476,6,13,.462,25,41,.610,13,30,43,14,4,6,12,23,83,False,1910,Purdue
13,School Totals,200,30,61,.492,22,40,.550,8,21,.381,7,9,.778,10,25,35,21,6,9,12,15,75,False,2800,Purdue
10,School Totals,200,23,60,.383,15,37,.405,8,23,.348,13,13,1.000,15,19,34,18,3,3,8,17,67,False,3058,Purdue
11,School Totals,200,28,58,.483,25,47,.532,3,11,.273,5,7,.714,7,21,28,12,7,3,12,22,64,False,3708,Purdue
10,School Totals,200,24,54,.444,18,39,.462,6,15,.400,9,10,.900,5,9,14,18,6,2,3,13,63,False,1912,Purdue
11,School Totals,200,29,50,.580,23,38,.605,6,12,.500,22,30,.733,5,19,24,14,5,4,9,9,86,False,1223,Purdue
12,School Totals,200,24,63,.381,18,47,.383,6,16,.375,10,13,.769,7,19,26,11,6,5,10,23,64,False,1587,Purdue
10,School Totals,200,23,53,.434,13,30,.433,10,23,.435,17,22,.773,14,21,35,15,4,4,10,18,73,False,3060,Purdue
11,School Totals,200,23,48,.479,18,35,.514,5,13,.385,8,9,.889,4,19,23,10,6,5,13,19,59,False,3709,Purdue
10,School Totals,200,20,49,.408,16,37,.432,4,12,.333,23,28,.821,7,27,34,13,8,8,11,15,67,False,55,Purdue
11,School Totals,200,25,60,.417,18,40,.450,7,20,.350,24,31,.774,11,26,37,14,5,3,11,21,81,False,2532,Purdue
10,School Totals,200,24,56,.429,19,40,.475,5,16,.313,17,19,.895,9,17,26,11,4,5,4,13,70,False,3710,Purdue
12,School Totals,200,28,55,.509,21,35,.600,7,20,.350,13,18,.722,8,19,27,16,9,4,14,23,76,False,1591,Purdue
11,School Totals,200,25,50,.500,17,27,.630,8,23,.348,14,24,.583,11,23,34,16,6,2,10,21,72,False,58,Purdue
11,School Totals,200,25,57,.439,18,38,.474,7,19,.368,10,15,.667,8,25,33,14,7,7,9,15,67,False,1230,Purdue
9,School Totals,200,25,58,.431,14,32,.438,11,26,.423,14,19,.737,8,22,30,16,5,4,7,15,75,False,2534,Purdue
11,School Totals,200,25,69,.362,20,44,.455,5,25,.200,10,17,.588,10,22,32,13,9,2,7,21,65,False,2806,Purdue
10,School Totals,200,19,51,.373,16,35,.457,3,16,.188,15,25,.600,2,23,25,11,4,1,4,20,56,False,1233,Purdue
12,School Totals,200,23,54,.426,18,39,.462,5,15,.333,14,17,.824,9,31,40,12,7,3,16,13,65,False,3711,Purdue
10,School Totals,200,30,67,.448,22,42,.524,8,25,.320,8,11,.727,12,19,31,20,3,6,7,15,76,False,3712,Purdue
13,School Totals,200,31,67,.463,17,39,.436,14,28,.500,20,26,.769,9,25,34,23,14,6,9,13,96,False,3713,Purdue
10,School Totals,200,24,52,.462,11,20,.550,13,32,.406,6,19,.316,9,20,29,17,6,4,10,16,67,False,3714,Purdue
11,School Totals,200,34,76,.447,22,51,.431,12,25,.480,11,20,.550,12,29,41,15,10,2,7,22,91,False,3715,Purdue
11,School Totals,200,26,55,.473,20,39,.513,6,16,.375,27,33,.818,7,20,27,14,6,3,12,24,85,False,3716,Purdue
11,School Totals,200,20,57,.351,15,35,.429,5,22,.227,11,19,.579,13,22,35,11,5,3,8,17,56,False,3717,Purdue
13,School Totals,200,30,63,.476,22,44,.500,8,19,.421,12,17,.706,8,26,34,16,9,5,7,24,80,False,3718,Purdue
12,School Totals,200,30,66,.455,18,32,.563,12,34,.353,6,10,.600,15,19,34,20,4,7,5,14,78,False,3719,Purdue
11,School Totals,200,26,47,.553,22,31,.710,4,16,.250,20,29,.690,6,20,26,10,4,5,10,17,76,False,3720,Purdue
11,School Totals,200,23,56,.411,18,38,.474,5,18,.278,12,21,.571,10,13,23,9,13,1,13,25,63,False,3721,Purdue
11,School Totals,200,20,52,.385,14,34,.412,6,18,.333,19,36,.528,15,21,36,10,10,7,15,20,65,False,3722,Purdue
12,School Totals,200,20,55,.364,11,27,.407,9,28,.321,12,23,.522,15,22,37,14,8,5,7,13,61,False,3723,Purdue
11,School Totals,200,26,65,.400,20,44,.455,6,21,.286,7,12,.583,11,22,33,14,8,6,8,20,65,False,3724,Purdue
13,School Totals,200,32,60,.533,24,37,.649,8,23,.348,9,12,.750,12,26,38,17,6,2,13,20,81,False,3725,Purdue
11,School Totals,200,33,66,.500,27,46,.587,6,20,.300,7,11,.636,8,24,32,11,6,1,7,21,79,False,2820,Purdue
13,School Totals,200,25,44,.568,16,27,.593,9,17,.529,16,28,.571,3,21,24,15,10,0,13,16,75,False,2550,Purdue
13,School Totals,200,15,47,.319,9,24,.375,6,23,.261,9,12,.750,6,19,25,10,6,5,12,15,45,False,1937,Purdue
11,School Totals,200,30,55,.545,20,40,.500,10,15,.667,9,19,.474,5,21,26,12,9,6,10,17,79,False,3076,Purdue
11,School Totals,200,21,61,.344,13,37,.351,8,24,.333,12,22,.545,11,19,30,12,4,0,3,21,62,False,3726,Purdue
12,School Totals,200,23,56,.411,19,41,.463,4,15,.267,25,35,.714,14,23,37,12,7,3,10,23,75,False,2823,Purdue
14,School Totals,200,18,62,.290,15,42,.357,3,20,.150,19,24,.792,16,16,32,7,4,2,11,18,58,False,1253,Purdue
11,School Totals,200,23,52,.442,14,26,.538,9,26,.346,9,12,.750,6,15,21,16,6,5,9,14,64,False,866,Purdue
10,School Totals,200,24,54,.444,18,34,.529,6,20,.300,4,8,.500,5,14,19,10,7,3,5,18,58,False,3543,Purdue
12,School Totals,200,21,71,.296,16,50,.320,5,21,.238,14,20,.700,13,17,30,8,7,8,3,25,61,False,86,Purdue
11,School Totals,200,28,54,.519,17,35,.486,11,19,.579,17,25,.680,5,16,21,10,5,1,3,25,84,False,1620,Purdue
10,School Totals,200,26,61,.426,15,38,.395,11,23,.478,24,33,.727,13,25,38,20,3,2,5,20,87,False,3544,Purdue
9,School Totals,200,27,60,.450,20,44,.455,7,16,.438,6,10,.600,10,21,31,14,3,2,11,13,67,False,2556,Purdue
11,School Totals,200,22,65,.338,16,43,.372,6,22,.273,12,18,.667,9,18,27,11,4,4,6,16,62,False,1259,Purdue
13,School Totals,200,30,55,.545,17,26,.654,13,29,.448,10,15,.667,8,19,27,19,8,3,7,8,83,False,3343,Purdue
11,School Totals,200,27,54,.500,20,39,.513,7,15,.467,14,16,.875,5,23,28,12,5,2,5,8,75,False,873,Purdue
13,School Totals,200,27,47,.574,18,25,.720,9,22,.409,17,21,.810,8,21,29,21,3,2,13,14,80,False,1947,Purdue
9,School Totals,200,28,64,.438,20,43,.465,8,21,.381,10,13,.769,7,20,27,11,8,1,10,22,74,False,93,Purdue
13,School Totals,200,28,50,.560,15,25,.600,13,25,.520,10,18,.556,5,23,28,17,4,0,10,14,79,False,3344,Purdue
11,School Totals,200,25,63,.397,13,37,.351,12,26,.462,9,15,.600,6,17,23,14,4,1,5,12,71,False,1625,Purdue
9,School Totals,200,26,57,.456,21,41,.512,5,16,.313,15,18,.833,4,21,25,7,7,2,10,17,72,False,3727,Purdue
10,School Totals,200,20,50,.400,12,32,.375,8,18,.444,12,19,.632,10,22,32,11,3,1,10,16,60,False,3728,Purdue
12,School Totals,200,28,61,.459,26,45,.578,2,16,.125,7,15,.467,9,22,31,16,4,4,9,20,65,False,3729,Purdue
15,School Totals,200,33,64,.516,26,46,.565,7,18,.389,10,13,.769,19,28,47,21,8,4,20,20,83,False,3730,Purdue
13,School Totals,225,30,77,.390,25,54,.463,5,23,.217,16,28,.571,16,29,45,19,9,7,16,33,81,False,3731,Purdue
13,School Totals,200,22,65,.338,17,46,.370,5,19,.263,9,16,.563,17,17,34,14,7,7,11,20,58,False,3732,Purdue
15,School Totals,200,21,49,.429,17,36,.472,4,13,.308,20,24,.833,12,25,37,12,10,4,16,12,66,False,3733,Purdue
11,School Totals,200,25,49,.510,17,31,.548,8,18,.444,15,21,.714,9,29,38,15,3,3,13,19,73,False,3734,Purdue
11,School Totals,200,21,60,.350,21,43,.488,0,17,.000,15,23,.652,15,23,38,7,2,1,11,15,57,False,3735,Purdue
15,School Totals,200,28,62,.452,24,51,.471,4,11,.364,12,21,.571,17,31,48,13,8,7,12,15,72,False,3736,Purdue
12,School Totals,200,14,47,.298,10,33,.303,4,14,.286,12,20,.600,13,31,44,9,2,6,18,19,44,False,3737,Purdue
12,School Totals,200,25,61,.410,21,49,.429,4,12,.333,14,19,.737,7,19,26,10,5,0,15,24,68,False,3738,Purdue
12,School Totals,200,23,52,.442,20,44,.455,3,8,.375,17,25,.680,7,23,30,13,6,5,9,22,66,False,3739,Purdue
10,School Totals,200,28,62,.452,25,50,.500,3,12,.250,14,19,.737,9,22,31,17,5,6,7,11,73,False,3740,Purdue
10,School Totals,200,25,61,.410,19,45,.422,6,16,.375,12,19,.632,12,26,38,14,3,7,10,14,68,False,2575,Purdue
14,School Totals,200,24,61,.393,20,47,.426,4,14,.286,9,20,.450,10,23,33,11,4,4,10,21,61,False,1283,Purdue
11,School Totals,200,26,67,.388,23,59,.390,3,8,.375,9,14,.643,10,17,27,13,6,2,6,17,64,False,1645,Purdue
14,School Totals,200,23,51,.451,19,43,.442,4,8,.500,10,21,.476,8,27,35,13,4,6,14,15,60,False,1962,Purdue
11,School Totals,200,25,56,.446,19,41,.463,6,15,.400,9,16,.563,11,30,41,15,1,8,12,11,65,False,3359,Purdue
14,School Totals,200,29,59,.492,21,48,.438,8,11,.727,13,21,.619,15,24,39,17,6,7,16,21,79,False,3741,Purdue
11,School Totals,200,21,54,.389,14,32,.438,7,22,.318,4,7,.571,8,17,25,12,2,3,12,14,53,False,897,Purdue
10,School Totals,225,25,64,.391,22,52,.423,3,12,.250,12,20,.600,11,32,43,13,4,8,7,21,65,False,2847,Purdue
12,School Totals,200,22,55,.400,20,47,.426,2,8,.250,14,19,.737,10,13,23,11,2,8,18,17,60,False,119,Purdue
12,School Totals,200,23,69,.333,19,58,.328,4,11,.364,10,16,.625,17,22,39,16,2,3,8,17,60,False,3559,Purdue
11,School Totals,200,20,49,.408,20,39,.513,0,10,.000,18,29,.621,6,34,40,8,3,5,10,14,58,False,1965,Purdue
11,School Totals,200,21,44,.477,20,39,.513,1,5,.200,22,34,.647,8,18,26,14,4,4,14,19,65,False,1291,Purdue
11,School Totals,200,21,55,.382,15,39,.385,6,16,.375,11,16,.688,11,18,29,9,8,4,17,12,59,False,2582,Purdue
13,School Totals,200,21,56,.375,17,45,.378,4,11,.364,9,14,.643,9,16,25,7,6,6,17,23,55,False,124,Purdue
14,School Totals,200,27,51,.529,20,36,.556,7,15,.467,13,23,.565,9,32,41,18,6,5,15,18,74,False,3561,Purdue
12,School Totals,200,19,52,.365,16,38,.421,3,14,.214,7,10,.700,8,26,34,14,4,0,15,24,48,False,2853,Purdue
11,School Totals,200,26,57,.456,20,45,.444,6,12,.500,11,17,.647,10,26,36,15,8,2,12,12,69,False,3742,Purdue
11,School Totals,200,26,60,.433,21,45,.467,5,15,.333,18,21,.857,12,26,38,15,3,3,13,22,75,False,907,Purdue
13,School Totals,200,32,59,.542,25,44,.568,7,15,.467,18,24,.750,7,19,26,20,6,4,8,15,89,False,3108,Purdue
9,School Totals,200,23,57,.404,21,45,.467,2,12,.167,7,14,.500,10,23,33,13,1,5,7,14,55,False,3362,Purdue
15,School Totals,200,31,53,.585,24,42,.571,7,11,.636,12,13,.923,7,18,25,19,7,3,12,13,81,False,3743,Purdue
11,School Totals,200,30,69,.435,29,58,.500,1,11,.091,22,28,.786,13,21,34,15,9,2,11,22,83,False,3744,Purdue
11,School Totals,200,27,58,.466,20,43,.465,7,15,.467,16,20,.800,15,17,32,12,6,4,12,15,77,False,3745,Purdue
16,School Totals,200,43,79,.544,34,55,.618,9,24,.375,14,24,.583,19,29,48,22,6,13,9,18,109,False,3746,Purdue
12,School Totals,200,31,61,.508,28,46,.609,3,15,.200,16,31,.516,13,17,30,15,9,5,9,27,81,False,3747,Purdue
16,School Totals,200,28,61,.459,24,41,.585,4,20,.200,23,34,.676,11,29,40,16,12,7,10,20,83,False,3748,Purdue
12,School Totals,200,27,63,.429,22,47,.468,5,16,.313,22,37,.595,13,29,42,11,6,12,15,19,81,False,3749,Purdue
12,School Totals,200,29,68,.426,19,48,.396,10,20,.500,19,30,.633,14,23,37,15,4,2,12,31,87,False,3750,Purdue
12,School Totals,200,19,57,.333,13,40,.325,6,17,.353,10,12,.833,12,21,33,8,4,6,15,18,54,False,3751,Purdue
11,School Totals,200,22,53,.415,19,40,.475,3,13,.231,21,26,.808,7,22,29,6,7,9,11,18,68,False,3752,Purdue
16,School Totals,200,36,69,.522,29,55,.527,7,14,.500,9,15,.600,13,24,37,20,6,4,8,19,88,False,3753,Purdue
11,School Totals,200,20,50,.400,14,29,.483,6,21,.286,23,38,.605,13,15,28,13,10,5,14,21,69,False,3754,Purdue
12,School Totals,200,28,63,.444,24,49,.490,4,14,.286,10,15,.667,13,21,34,9,8,5,18,25,70,False,3755,Purdue
16,School Totals,200,29,58,.500,21,42,.500,8,16,.500,13,16,.813,11,26,37,20,10,4,10,16,79,False,3756,Purdue
12,School Totals,200,25,60,.417,18,42,.429,7,18,.389,16,26,.615,12,30,42,11,2,6,11,25,73,False,3757,Purdue
11,School Totals,200,28,67,.418,25,53,.472,3,14,.214,10,16,.625,15,30,45,14,2,6,12,19,69,False,1673,Purdue
12,School Totals,200,25,63,.397,16,42,.381,9,21,.429,20,28,.714,17,15,32,15,8,3,8,20,79,False,3124,Purdue
12,School Totals,200,24,52,.462,19,39,.487,5,13,.385,17,28,.607,6,30,36,15,4,5,11,15,70,False,3375,Purdue
12,School Totals,200,26,62,.419,22,43,.512,4,19,.211,10,12,.833,12,24,36,9,6,4,9,17,66,False,2604,Purdue
12,School Totals,200,18,57,.316,11,35,.314,7,22,.318,22,30,.733,16,25,41,11,5,8,16,20,65,False,1987,Purdue
11,School Totals,250,16,58,.276,8,37,.216,8,21,.381,20,29,.690,7,30,37,10,3,6,14,18,60,False,3576,Purdue
12,School Totals,200,23,65,.354,20,48,.417,3,17,.176,9,13,.692,12,22,34,13,3,3,8,24,58,False,3758,Purdue
12,School Totals,200,28,65,.431,26,51,.510,2,14,.143,8,15,.533,15,16,31,12,8,1,11,19,66,False,935,Purdue
13,School Totals,200,25,59,.424,22,48,.458,3,11,.273,15,20,.750,9,21,30,12,5,3,14,29,68,False,1989,Purdue
11,School Totals,275,31,73,.425,25,55,.455,6,18,.333,9,23,.391,20,27,47,22,8,9,15,14,77,False,3128,Purdue
11,School Totals,200,21,50,.420,16,37,.432,5,13,.385,2,5,.400,10,23,33,10,3,3,15,17,49,False,1682,Purdue
16,School Totals,200,25,52,.481,15,34,.441,10,18,.556,22,29,.759,8,29,37,13,8,7,14,23,82,False,159,Purdue
12,School Totals,200,24,49,.490,17,35,.486,7,14,.500,24,40,.600,9,15,24,12,8,1,10,18,79,False,1324,Purdue
14,School Totals,200,16,53,.302,13,37,.351,3,16,.188,22,29,.759,9,30,39,5,3,6,14,23,57,False,3377,Purdue
10,School Totals,225,26,63,.413,19,39,.487,7,24,.292,17,18,.944,12,22,34,15,3,4,11,17,76,False,941,Purdue
10,School Totals,199,28,57,.491,22,39,.564,6,18,.333,14,21,.667,9,28,37,15,1,4,15,25,76,False,2880,Purdue
10,School Totals,200,29,64,.453,26,50,.520,3,14,.214,9,14,.643,11,21,32,11,4,4,11,25,70,False,3759,Purdue
10,School Totals,200,21,59,.356,17,41,.415,4,18,.222,19,23,.826,10,30,40,14,1,2,11,25,65,False,3578,Purdue
10,School Totals,200,24,58,.414,22,48,.458,2,10,.200,11,16,.688,11,24,35,13,6,7,16,21,61,False,1687,Purdue
15,School Totals,200,26,47,.553,17,26,.654,9,21,.429,19,31,.613,6,35,41,21,6,9,15,16,80,False,3760,Purdue
12,School Totals,200,25,50,.500,17,33,.515,8,17,.471,19,31,.613,9,17,26,14,9,8,15,18,77,False,3761,Purdue
15,School Totals,200,31,63,.492,22,38,.579,9,25,.360,11,17,.647,15,25,40,24,11,3,13,16,82,False,3762,Purdue
12,School Totals,200,28,51,.549,19,29,.655,9,22,.409,14,20,.700,5,18,23,19,3,5,12,20,79,False,3763,Purdue
14,School Totals,200,22,47,.468,17,33,.515,5,14,.357,33,43,.767,13,26,39,12,6,8,15,20,82,False,3764,Purdue
11,School Totals,225,27,59,.458,22,42,.524,5,17,.294,28,36,.778,9,22,31,14,6,8,16,23,87,False,3765,Purdue
10,School Totals,200,22,56,.393,15,36,.417,7,20,.350,15,22,.682,15,21,36,16,3,2,10,17,66,False,3766,Purdue
11,School Totals,200,29,74,.392,25,55,.455,4,19,.211,8,16,.500,21,25,46,18,8,6,14,22,70,False,3767,Purdue
11,School Totals,200,25,58,.431,20,41,.488,5,17,.294,8,11,.727,12,26,38,18,6,10,13,16,63,False,3768,Purdue
15,School Totals,200,30,59,.508,21,36,.583,9,23,.391,18,28,.643,11,25,36,21,5,8,10,12,87,False,3769,Purdue
11,School Totals,201,26,55,.473,23,44,.523,3,11,.273,16,23,.696,12,15,27,7,5,5,12,23,71,False,3770,Purdue
11,School Totals,200,24,61,.393,20,47,.426,4,14,.286,11,15,.733,2,26,28,14,3,4,12,24,63,False,3771,Purdue
11,School Totals,200,32,68,.471,28,53,.528,4,15,.267,16,21,.762,17,22,39,14,9,4,12,20,84,False,3772,Purdue
11,School Totals,200,23,52,.442,19,41,.463,4,11,.364,22,27,.815,10,21,31,20,3,3,12,17,72,False,3150,Purdue
10,School Totals,200,21,46,.457,18,33,.545,3,13,.231,17,29,.586,11,31,42,12,7,3,13,17,64,False,964,Purdue
10,School Totals,200,25,49,.510,23,44,.523,2,5,.400,3,7,.429,3,18,21,10,3,0,12,24,55,False,3773,Purdue
11,School Totals,200,21,57,.368,16,37,.432,5,20,.250,13,20,.650,11,23,34,13,5,4,14,25,60,False,578,Purdue
11,School Totals,225,28,58,.483,18,33,.545,10,25,.400,18,29,.621,10,18,28,18,8,5,16,20,84,False,2014,Purdue
